STRUCTURE,STRUCTURE_ID,freq,indic_bt,nace_r2,s_adj,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,CY,2012,-17.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,CY,2013,-30.9,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,CY,2014,-6.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,CY,2015,1.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,CY,2016,12.9,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,CY,2017,18.4,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,CY,2018,16.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,CY,2019,12.4,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,CY,2020,-3.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,CY,2021,9.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,CY,2022,1.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,CZ,2001,-5.7,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,CZ,2002,-1.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,CZ,2003,1.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,CZ,2004,3.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,CZ,2005,-0.5,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,CZ,2006,1.8,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,CZ,2007,2.5,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,CZ,2008,0.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,CZ,2009,-1.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,CZ,2010,2.5,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,CZ,2011,-1.7,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,CZ,2012,-0.8,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,CZ,2013,-5.9,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,CZ,2014,-1.5,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,CZ,2015,1.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,CZ,2016,-4.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,CZ,2017,2.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,CZ,2018,0.8,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,CZ,2019,0.5,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,CZ,2020,-4.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,CZ,2021,-5.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,CZ,2022,-1.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DE,2001,-10.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DE,2002,-9.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DE,2003,-8.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DE,2004,-8.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DE,2005,-6.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DE,2006,2.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DE,2007,4.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DE,2008,0.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DE,2009,-0.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DE,2010,1.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DE,2011,7.7,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DE,2012,-0.7,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DE,2013,0.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DE,2014,2.9,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DE,2015,-1.0,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DE,2016,1.6,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DE,2017,1.8,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DE,2018,1.4,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DE,2019,1.6,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DE,2020,0.9,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DE,2021,0.1,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DE,2022,0.0,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DK,1996,,c
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DK,1997,,c
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DK,1998,,c
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DK,1999,,c
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DK,2000,,c
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DK,2001,,c
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DK,2002,,c
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DK,2003,,c
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DK,2004,,c
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DK,2005,,c
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DK,2006,,c
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DK,2007,,c
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DK,2008,,c
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DK,2009,-12.4,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DK,2010,-7.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DK,2011,1.9,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DK,2012,-0.4,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DK,2013,-11.4,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DK,2014,3.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DK,2015,3.5,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DK,2016,3.4,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DK,2017,3.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DK,2018,2.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DK,2019,0.7,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DK,2020,3.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DK,2021,6.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,DK,2022,3.6,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EE,2001,-7.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EE,2002,4.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EE,2003,5.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EE,2004,6.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EE,2005,8.7,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EE,2006,17.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EE,2007,15.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EE,2008,-2.5,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EE,2009,-16.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EE,2010,-18.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EE,2011,2.4,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EE,2012,13.8,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EE,2013,-0.8,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EE,2014,-1.7,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EE,2015,7.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EE,2016,-3.4,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EE,2017,6.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EE,2018,8.5,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EE,2019,2.7,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EE,2020,-7.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EE,2021,6.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EE,2022,3.8,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EL,2001,6.4,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EL,2002,5.9,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EL,2003,8.7,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EL,2004,0.6,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EL,2005,5.4,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EL,2006,0.1,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EL,2007,2.3,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EL,2008,4.2,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EL,2009,-4.1,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EL,2010,-9.2,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EL,2011,-17.5,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EL,2012,-8.1,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EL,2013,-2.5,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EL,2014,1.0,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EL,2015,-3.2,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EL,2016,19.4,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EL,2017,20.2,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EL,2018,7.9,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EL,2019,-9.8,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EL,2020,-1.8,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EL,2021,-9.3,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,EL,2022,-4.0,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,ES,2001,2.7,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,ES,2002,-2.0,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,ES,2003,8.4,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,ES,2004,5.2,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,ES,2005,23.3,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,ES,2006,5.2,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,ES,2007,-0.8,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,ES,2008,-10.2,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,ES,2009,-29.0,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,ES,2010,-27.1,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,ES,2011,-7.9,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,ES,2012,-7.1,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,ES,2013,5.1,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,ES,2014,6.8,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,ES,2015,9.1,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,ES,2016,4.6,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,ES,2017,4.5,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,ES,2018,2.8,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,ES,2019,-0.1,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,ES,2020,-9.3,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,ES,2021,1.3,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,ES,2022,3.8,p
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FI,2001,-3.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FI,2002,0.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FI,2003,4.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FI,2004,-3.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FI,2005,7.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FI,2006,4.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FI,2007,5.9,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FI,2008,4.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FI,2009,-34.1,b
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FI,2010,2.6,b
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FI,2011,3.4,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FI,2012,-0.4,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FI,2013,-0.5,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FI,2014,-3.7,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FI,2015,-2.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FI,2016,6.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FI,2017,9.7,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FI,2018,6.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FI,2019,-5.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FI,2020,0.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FI,2021,-8.9,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FI,2022,-2.9,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FR,2000,2.8,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FR,2001,2.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FR,2002,-0.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FR,2003,-0.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FR,2004,1.5,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FR,2005,2.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FR,2006,4.4,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FR,2007,4.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FR,2008,2.7,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FR,2009,-1.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FR,2010,-2.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FR,2011,-0.7,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FR,2012,-0.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FR,2013,-1.9,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FR,2014,-2.4,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FR,2015,-3.5,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FR,2016,-1.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FR,2017,-0.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FR,2018,2.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FR,2019,3.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FR,2020,-4.7,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FR,2021,13.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,FR,2022,2.9,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HR,2001,1.4,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HR,2002,4.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HR,2003,6.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HR,2004,8.9,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HR,2005,8.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HR,2006,3.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HR,2007,-0.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HR,2008,9.9,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HR,2009,-7.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HR,2010,-9.9,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HR,2011,-4.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HR,2012,-15.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HR,2013,-7.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HR,2014,-9.4,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HR,2015,85.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HR,2016,-0.8,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HR,2017,-3.4,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HR,2018,5.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HR,2019,20.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HR,2020,9.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HR,2021,6.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HR,2022,2.9,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HU,2001,-1.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HU,2002,3.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HU,2003,1.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HU,2004,3.8,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HU,2005,2.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HU,2006,6.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HU,2007,-8.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HU,2008,-4.7,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HU,2009,-9.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HU,2010,-0.7,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HU,2011,-3.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HU,2012,-2.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HU,2013,-4.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HU,2014,1.8,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HU,2015,1.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HU,2016,2.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HU,2017,2.7,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HU,2018,8.9,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HU,2019,20.6,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HU,2020,-3.3,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HU,2021,7.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,HU,2022,5.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,IE,2001,5.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,IE,2002,1.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,IE,2003,3.5,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,IE,2004,10.5,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,IE,2005,14.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,IE,2006,10.8,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,IE,2007,4.1,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,IE,2008,-8.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,IE,2009,-32.7,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,IE,2010,-32.9,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,IE,2011,-2.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,IE,2012,-9.7,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,IE,2013,1.2,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,IE,2014,20.8,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,IE,2015,12.0,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,IE,2016,15.4,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,IE,2017,7.9,
dataflow,ESTAT:STS_COLB_A(1.0),A,HOWK,F,CA,PCH_SM,IE,2018,13.7,
